40,怕痛,;PALAM:恐惧と反感が上がりやすい。ABL:受虐倾向があるとSM系調教でPALAM:欲情が上がりやすい
41,耐痛,;PALAM:恐惧と反感が上がりにくい
42,容易湿,;PALAM:Ｖ润が上がりやすい
43,不易湿,;PALAM:Ｖ润が上がりにくい
44,Ｖ损伤,;SOURCE:快Ｖが上がりにくい。他、ペナルティ一杯
45,Ａ损伤,;SOURCE:快Ａが上がりにくい。他、ペナルティ一杯
46,斯文,;言葉遣いや所作から優雅さが感じられる
47,粗野,;気品に欠ける
48,肠液分泌体质,;PALAM:Ａ润が上がりやすい
49,弱精液,;精液を特定の場所に注がれると絶頂を我慢できなくなってしまう
;0bit精飲に弱い 1bit膣内射精に弱い 2bit肛内射精に弱い 3bit乳内射精に弱い 4bit精液ぶっかけに弱い
50,聪慧,;ABL:侍奉精神が上げやすい。PALAM:习得が上がりやすい（習得早い）
51,糊涂,;ABL:侍奉精神が上げにくい。PALAM:习得が上がりにくい（習得遅い）
52,呕吐反射耐性,;喉を犯されても平気です。オエっとなりません
53,针术,;コマンド「針」の効果が高い
54,猫舌,;フェラ系調教の効果が高い
55,调合知识,;特殊なアイテムを購入できる。コマンド「媚薬」の体力と気力の消費が少ない
56,药物耐性,;コマンド「媚薬」が実行不可
57,漏尿癖,;放尿コマンドが常に使えるようになる。絶頂時に放尿。
58,晚泻,;射精ゲージが多くなる。値によってLV要素アリ。
59,扩张补正,;ＶやＡを拡張されても締りが極端に減ったりしなくなります。
60,爱自慰,;自慰関連が実行しやすい。ABL:自慰上瘾が上げやすい
61,污臭钝感,;フェラ系調教を実行しやすい。ABL:精液上瘾が上げやすい
62,污臭敏感,;フェラ系調教を実行しにくい。ABL:精液上瘾が上げにくい
63,献身,;奉仕系調教を実行しやすい。ABL:侍奉精神が上げやすい。PALAM:屈服が上がりやすい。反撃確率がかなり高くなる。（献身的）
64,无视污臭,;汚れによるペナルティをうけない。汚臭鈍感の上位スキルとして働くことが多い（味覚は普通）。
65,百发百中,;妊娠確率100%！
66,天才召唤师,;召喚事故が自由自在！
67,天灾召唤师,;召喚事故率100%！
;68,潮噴き体質,;絶頂した際に潮を噴きやすいです
69,发情体质,;すぐに発情しちゃうエッチな体質です
70,承认快感,;コマンドを実行しやすい。ABL:欲望と奉仕精神が上げやすい。PALAM:欲情が上がりやすい
71,否认快感,;コマンドを実行しにくい。PALAM:欲情が上がりにくい
72,容易成瘾,;ABL:自慰上瘾、精液中毒、レズ中毒が上げやすい
73,吸精体质,;相手のせいを吸い取ることで活力に変えてしまう。無意識に行うこともあり
74,淫壶,;Ｖ系コマンドの効果アップ。PALAM:欲情・Ｖ潤・恭順が上がりやすく、抑鬱が上がりにくい
75,好色,;反撃確率がかなり高くなる。
76,淫乱,;ABLが全体的に上がりやすい。反撃確率が高くなる。ムードが低くても快楽を感じやすい
77,尻穴狂,;Ａ系コマンドの効果アップ。Ａ系コマンド実行時、PALAM:欲情・恭順が上がりやすく、恐怖・反感が上がりにくくなる。
78,淫乳,;Ｂ系コマンド実行時、効果上昇。胸系追加コマンドの場合効果さらに増大
79,淫核,;Ｃ系コマンド実行時にPALAM:习得・Ｖ潤・欲情が上がりやすい。逆に抑鬱が上がりにくい
80,性变态,;SM等、通常反発される調教の効果が高い。ABLが全体的に上がりやすい
81,双性恋,;レズ調教を実行しやすい。ABL:レズ、レズ中毒が上げやすい
82,讨厌男性,;オトコによる調教が実行しにくい。調教者がオトコだと反撃確率が非常に低くなる。
83,抖Ｓ,;調教者の時にコマンドを実行しやすい。ABL:侍奉精神が上げにくい。反撃確率が非常に高くなる。
84,嫉妒,
85,恋慕,;主人による調教が実行しやすい。PALAM:屈服が上がりやすい。反撃確率が高くなる。
86,盲信,;コマンドを実行しやすい。PALAM:屈服が上がりやすい。反撃確率が高くなる。
87,小恶魔,;調教者の時にコマンドを実行しやすい。反撃確率が高くなる。
88,抖Ｍ,;SM系コマンドの効果アップ。PALAM:欲情等が上がりやすく、苦痛による気力体力の消費も軽減。ABL:露出癖とマゾっ気を上げやすい。反撃確率が非常に低くなる。
89,荡唇,;M系コマンド効果アップ。PALM快M、恭順、欲情が上がりやすくなり、抑鬱が上がりにくくなる
90,妖狐,;調教者の時にPALAM:耻情が上がりやすい。助手時に「媚薬」が手に入る事がある
91,魅惑,;調教者の時にコマンドを実行しやすい。調教者の時にPALAMが全体的に上がりやすい
92,谜之魅力,;調教者の時にコマンドを実行しやすい。調教者の時にPALAMが全体的に上がりやすい
93,偏爱,;MASTERから特に気に入られている。射精ゲージ増加大幅ＵＰ
94,初体验对象,;MASTERの筆卸し相手。気になります。

96,Ｍ钝感,;PALAM:快Ｍが上がりにくい
97,Ｍ敏感,;PALAM:快Ｍが上がりやすい
98,伪娘,;男にも女にも見える魅力的な容姿で、男だというのに女性的な振る舞いも好みます
99,高挑体型,;身長が高い
100,娇小体型,;PALAM:痛苦、恐怖が上がりやすい
101,Ｃ钝感,;PALAM:快Ｃが上がりにくい
102,Ｃ敏感,;PALAM:快Ｃが上がりやすい
103,Ｖ钝感,;PALAM:快Ｖが上がりにくい
104,Ｖ敏感,;PALAM:快Ｖが上がりやすい
105,Ａ钝感,;PALAM:快Ａが上がりにくい
106,Ａ敏感,;PALAM:快Ａが上がりやすい
107,Ｂ钝感,;PALAM:快Ｂが上がりにくい
108,Ｂ敏感,;PALAM:快Ｂが上がりやすい
109,贫乳,;ABL:Ｂ感觉が上げやすい。胸関連の調教にペナルティ
110,巨乳,;ABL:Ｂ感觉が上げにくい。胸関連の調教にボーナス
111,回复快,;体力回復量が多い
112,回复慢,;体力回復量が少ない
113,魅力,;売却額増加
114,吸血鬼,;夜休憩時体力回復量上昇、昼間は野外に出られない
115,日光浴,;昼休憩時体力回復量上昇
116,月光浴,;夜休憩時体力回復量上昇
117,治愈,;助手の時に体力回復量上昇
118,鼓舞,;助手の時にコマンドを実行しやすい。助手の時に調教終了後の自慰回数増加
119,普通人,;一般人である
120,女性,;女である（非表記）
121,扶她,;オトコでなくてもSEX系調教が可能。1なら天然。2なら後天的or原因あり
122,男性,;男である
123,狂气,;売却額がかなり低下
124,兽耳,;売却額増加
;=1猫、=2狼、=3キツネ、=4ウサギ、=5ウマ
125,禁忌知识,;特殊なアイテムやコマンドを実行できる
126,有人气,;売却額増加
127,具现,;ペニスを生やすも引っ込めるも自由。
128,尾巴,;うねうねふさふさしたのが生えてます
;5以下は耳と一緒。=6悪魔の尻尾、=7トカゲ、=8ジャバウォック、=13蜂
129,龙之血,;強靭な身体を持つ。体力気力が高い
130,母乳体质,;噴乳する。1なら天然。2なら後天的or原因あり
131,幼儿／幼儿退行,;調教者の時に相手を母乳体質にする。胸関連の調教の効果が高い
132,幼稚,;調教者の時に相手を母乳体質にする。調教者の時に胸関連の調教の効果が高い
133,早泄,;射精が早くなる
134,童贞,
135,怀孕,
136,生产经历
137,避孕药服用
138,小臀,;お尻が小さい
139,大臀,;お尻が大きい
140,喉性感,;フェラチオやイラマチオでも気持ちよくなってしまいます
141,子宫性感,;子宮口や子宮への責めでも気持ちよくなってしまいます
142,尿道性感,;尿道への責めでも気持ちよくなってしまいます
143,尿道狂,;尿道でのプレイが大好きです。尻穴狂いなどに相当します
144,弱气味,;体臭などが好きです。フェラチオやクンニなども好きです。……あなたのにおいも好きです


150,妖精,;ミニマムでないと挿入系調教が実行不可。フィスト系調教も実行不可
151,魔法使,;アルカナの習得が可能
152,拉弥亚,;助手時に締め上げるコマンド可能
153,人鱼,;下半身がお魚
154,魔导人偶,;PALAM:恐惧、反感、不快、抑鬱が非常に上がりにくい
155,哈比,;手が羽なので、手コキが出来ない
156,旧支配者的末裔,;助手調教時に触手経験がつく
157,龙骑兵,;ドラゴンを使役する者
158,史莱姆,;体がぷるぷるしている
159,多腕,;腕が多い
160,犄角,;頭から固い物が生えてます
161,羽翼,;背中から色々生えてます
;5以下は耳と一緒。=6悪魔、=7トカゲ、=8ジャバウォック、=9鬼
;=10 妖精、=11 ハーピー、=12 天使、=13蜂
162,怪力,;力が強い。程よく筋肉のついた、しなやかな身体を持つ
163,兽足,;足が人のそれとは一線を画します
;=8ジャバウォック、=11 ハーピー
164,肤色,;肌の色が黒っぽい
;=0普通、=1褐色、=2色白、=3青肌
165,四足步行,;歩く時には四つん這い
166,发色,;フレーバー素質万歳
167,耳形,;えるふみみとか

;180番台、性的なテクニック
180,舌技,;舌を用いるのが上手い
181,指技,;指を用いるのが上手い
182,足技,;脚を用いるのが上手い
183,腰技,;腰を用いるのが上手い
184,魔乳,;胸を用いるのが上手い
185,调教知识,;色々な調教分野への知識
;0bit愛撫・奉仕 1bit教え上手 2bitＳＭ知識 3bitアナル調教知識 4bit性器拡張知識 5bit道具知識 6bit露出調教知識

189,性经验全无,;まったくエッチな経験をしたことがありません。基本的にはキャラメイクでのみ使用

;190番台、特殊な技能
190,快给我变成玩具,
191,甜言蜜语,;甘い言葉を実行可能
192,高潮管理,;てかげんを実行可能
193,歌唱技能,;平穏の歌を実行可能
194,弱点,;&1手&2口&4胸&8脚&16♀&32唇&64お尻
195,性癖,;タイプ別の好み
196,有潜力,;胸が大きくなるかも
197,喜欢的体位,;そのまんま

200,梦魔,;体力が0になっても死亡しない。
201,上位梦魔,;体力が0になっても死亡しない。=2ならエルダーサキュバス。
202,眷属,;夢魔、吸血鬼となった原因の相手。識別番号で記録する。
203,魔王残片,;ルヴィッサ専用。夢魔とは一線を画す。体力が0になっても死亡しない。

210,誓约,;同意なしには手放せない。難易度が少々下がる。
211,相思相爱,;両思い。

;220番台、身体への装飾など
220,阴蒂穿环,;=1 クリトリス(=2 クリトリスの皮予定)にピアスをつける。
221,阴唇穿环,;陰唇にピアスをつける。
222,乳头穿环,;乳首にピアスをつける。
223,肚脐穿环,;おへそにピアスをつける。
224,避孕护符,;子宮内避妊器具。妊娠しなくなります
225,日常按摩棒,;いつも膣にバイブを入れて過ごします
226,日常Ａ按摩棒,;いつもアナルプラグをはめて過ごします

;230～250番台、アルカナ
230,小根术,;ミニマムを詠唱可能
231,高敏术,;センシブを詠唱可能
232,精强术,;ウルズグンを詠唱可能
233,魅强术,;シギルグンを詠唱可能
234,防强术,;エオルグンを詠唱可能
235,STOCK,;ストックを詠唱可能。MASTERは取得禁止！
236,回复术,;ロギンを詠唱可能
237,倍化术,;トワイスを詠唱可能
238,解强化术,;イーサグンを詠唱可能
239,解弱化术,;アルスイーサを詠唱可能
240,束缚术,;バインドを詠唱可能。主にカウンター用
241,全强术,;グン系呪文全部がけ！
242,大根术,;エンラジを詠唱可能
243,快感术,;ヴィジョンを詠唱可能。ターン開始毎に快感を受ける


;500番台アクセサリ効果
501,ＥＰ强化
502,精力强化
503,技巧强化
504,精神力强化
505,魅力强化
506,STOCK增加

510,Ｃ强化
511,Ｖ强化
512,Ａ强化
513,Ｂ强化
514,Ｍ强化

520,Ｈ氛围
521,判定值
522,得到的快感
523,逆推率
524,取得经验值倍率

530,精强术常态化
531,小根术常态化
532,高敏术常态化
533,大根术常态化

550,隐密
551,宝箱出现率
552,门扉发现率
